text,intent,language
chhal lkri dyal lqer3a d l'oxygene f chhar,demande_prix,arabizi
3ndi 7bouba kbira taht bayti kadorny,description_symptome,arabizi
رعاف جاني من نيفي مبغاش يحبس,description_symptome,arabe
بغيت موعد باش نركب لي باك لسناني,demande_consultation,arabe
واش هاد الفانيد غالي بزاف,demande_prix,arabe
bghit wa7d boite dial paracetamol,demande_medicament,arabizi
خصني دوا ديال الدود للدراري الصغار,demande_medicament,arabe
واش هاد الدوا د الاعصاب رخيص شي شوية,demande_prix,arabe
واش البومادا د الشمش نديرها ديما قبل منخرج,demande_posologie,arabe
wach kayn chi blasa khawya l3chiya,demande_consultation,arabizi
3ndi t9ol f rasi,description_symptome,arabizi
راه تقطعو ليه صبعانو جيب اسعاف,demande_urgence,arabe
الدوسي رجعوه ليا قالو ليا خصك كاشي د الفرمسيان,remboursement_mutuelle,arabe
واش لاسينسيس كتقبل التعويض على الدوايات د الجلد,remboursement_mutuelle,arabe
imta n3ti l wldi les vitamines bach i3tih jehd f lqraya,demande_posologie,arabizi
bghit bétadine dial ljer7,demande_medicament,arabizi
عيني حمرين وكياكلوني,description_symptome,arabe
wach t3tiwni note d'honoraire mhtoma,remboursement_mutuelle,arabizi
bchhal katqam l3amaliya d ljalala 3la l3in,demande_prix,arabizi
هاد البومادا واش ندهنها بالزربة ولا نماصيها,demande_posologie,arabe
wach nqder ndfe3 dossiers d 3 mois mjemou3in d9a w7da,remboursement_mutuelle,arabizi
wach nbedel lfasma kol nhar ola nhar iyeh w nhar la,demande_posologie,arabizi
l'imprimé dyal mutuelle chkon ghadi i3emro ana wla lfrmasyan,remboursement_mutuelle,arabizi
rah skhef w wjho zra9,demande_urgence,arabizi
rah kayerd ddem ddiwh l sbitar,demande_urgence,arabizi
chhal hseb liya lfrmasyan lhad lma9atir d l3in,demande_prix,arabizi
bghit njib wldi idwez,demande_consultation,arabizi
chkoun li kihseb taux de remboursement wch pharmacie wla sbitar,remboursement_mutuelle,arabizi
امتى كيرجع الطبيب من الكونجي ديالو,demande_consultation,arabe
wa93at kssida 3iytou l l'is3af,demande_urgence,arabizi
فيا الكحبة عامرة بالخنونة,description_symptome,arabe
كندخل للطواليط بزاف فيا السهال,description_symptome,arabe
chhal nkhles 3la had consultation 3afak,demande_prix,arabizi
3tini l code d l'inpe dial tbib bach n3mer lwer9a,remboursement_mutuelle,arabizi
dih l urgence taymout,demande_urgence,arabizi
بغيت ناخد موعد في التليفون واش ممكن,demande_consultation,arabe
ديوه لقسم المستعجلات,demande_urgence,arabe
bchhal had lpomada d chms,demande_prix,arabizi
wach nchreb spira w tbte3ha b smecta blil,demande_posologie,arabizi
njra7t w dem mabghach y7bes,description_symptome,arabizi
kifach ntb3 dossier dyali f l'application d macnss,remboursement_mutuelle,arabizi
9elbi kaydreb b zerba,description_symptome,arabizi
بغيت شي مقوي المناعة طبيعي,demande_medicament,arabe
kan7es b nmil f sba3 rjlia sghar,description_symptome,arabizi
kifach nsta3ml had les patch d l'hormone,demande_posologie,arabizi
wach ndader d chouf kayrodo fihom lmutuelle,remboursement_mutuelle,arabizi
ايمتى كيكون طبيب الجلد في الكابيني,demande_consultation,arabe
3tini dwa dial boumezwi 3afak,demande_medicament,arabizi
bchhal ghadi tjini had lwer9a d tbib kamla,demande_prix,arabizi
wach kayna lpomada dial l3in,demande_medicament,arabizi
had traitement d ch3ar wach ndiro f jeld wla f zghba,demande_posologie,arabizi
سنينتي مسوسة وكتعطيني الحريق,description_symptome,arabe
خصني شي انتيبيوتيك ديال الحلاقم,demande_medicament,arabe
wdni katsefer w katdarni,description_symptome,arabizi
kay7re9ni l7al9 diali fach kanchreb lma,description_symptome,arabizi
bghit nchri vitamin d,demande_medicament,arabizi
نسيتي مادرتيش ليا الكودابار في الورقة,remboursement_mutuelle,arabe
rah lhal s3ib bzaf 3iyt l samu,demande_urgence,arabizi
khasni chi fanid dial les triglycérides,demande_medicament,arabizi
bghit chi fasma w spradra l had ljer7a,demande_medicament,arabizi
wach tbiba kayna f la clinique,demande_consultation,arabizi
imta kiwli tbib dial l3inin,demande_consultation,arabizi
wach tbiba d nsa kayna lyoum,demande_consultation,arabizi
bghit n9eyed rdv b tilifon,demande_consultation,arabizi
بغيت باندبوش ديال اللثة لي كتسيل بالدم,demande_medicament,arabe
عندي القبط هادي تلت يام,description_symptome,arabe
bghit lfanid dial lkyst,demande_medicament,arabizi
3t9ouna f had tri9 rah wa93a ksida khayba,demande_urgence,arabizi
bchhal had lgel hydroalcoolique sghir,demande_prix,arabizi
تفركعات عليه البوطة عيط للومبيي,demande_urgence,arabe
khasni nchouf dentiste f a9rab wa9t,demande_consultation,arabizi
ضرباتني الشمش وجاتني الدوخة والردان,description_symptome,arabe
خصني شي بومادا د الحريق,demande_medicament,arabe
kifach n9iy wjhi qbl mandir had gel d l7boub,demande_posologie,arabizi
bghina ambulance mjehza,demande_urgence,arabizi
chhal ntsna dlwaqt bin n9tate d l3inin hmir,demande_posologie,arabizi
بغيت موعد مع كيني باش ندير الترويض,demande_consultation,arabe
3tini wa7d lpomada dial l7ri9 dial chms,demande_medicament,arabizi
kifach nsawb lma w lml7a d rehydratation l trbya,demande_posologie,arabizi
wach n9der nchrb had siro m3a lfanid lakhor f d9a w7da,demande_posologie,arabizi
wach nkhelli had les lentilles f 3ini fach nkoun ghadi nn3s,demande_posologie,arabizi
3afak lsse9 liya ppv f plasteha lfoq,remboursement_mutuelle,arabizi
khwew tri9 l ambulance dwez,demande_urgence,arabizi
khasna ndkhlouh l in3ach,demande_urgence,arabizi
dersa t9bat w fiha l9i7,description_symptome,arabizi
daba ana 3ad dkhelt l khdma imta tbda cnss trje3 lya,remboursement_mutuelle,arabizi
chhal mn mrra f nhar nsta3ml had l bain de bouche,demande_posologie,arabizi
wach nqder nchreb atay mora had lfanid d l7did,demande_posologie,arabizi
بغيت سيروم ديال الما والملحة للرضيع,demande_medicament,arabe
عطيني شي بومادا د البواسير عافاك,demande_medicament,arabe
واش ممكن نسجل سميتي في لا ليست د الانتظار,demande_consultation,arabe
bghit nchouf pedriatre,demande_consultation,arabizi
khasni rdv m3a tbib l3dam,demande_consultation,arabizi
بشحال نحسب هاد القطرات د الودنين,demande_prix,arabe
khasni 9wilbat dial skhana ldrari sghar,demande_medicament,arabizi
rah tah mn drouj 3iytou l sbitar,demande_urgence,arabizi
wach had les vitamines nakhdhom f sba7 hsen,demande_posologie,arabizi
bchhal katzowlo welsisa 3nd jirah,demande_prix,arabizi
had fanid d sda3 nakhdo gha l daroura ola dima,demande_posologie,arabizi
بغيت نشد النوبة للوالدة عند طبيب العظام,demande_consultation,arabe
chhal nkhli lpomada f wjhi qbl manghsel,demande_posologie,arabizi
chhal mn wbra khassni ndir f la semaine,demande_posologie,arabizi
dossier rejetaweh lya galik les vignettes mamsawyinch,remboursement_mutuelle,arabizi
بغيت شي تقطيرة د الودنين ديال الصداع,demande_medicament,arabe
had lpastilles d lqarjouta wach nsserthou wla nmshom,demande_posologie,arabizi
عطيني لافاكتور باش ندفعها للاسيرونس,remboursement_mutuelle,arabe
خصني فانيد ديال المفاصل والروماتيزم,demande_medicament,arabe
wach kat9blo l'assurance dial saham,remboursement_mutuelle,arabizi
3iytou l chi tbib b zerba,demande_urgence,arabizi
السيد سخف لينا هنا,demande_urgence,arabe
rejlia mnfoukhin blma,description_symptome,arabizi
wach nchreb had siro 9bl wla mora lmakla,demande_posologie,arabizi
imta kaykoun tbib dial chkika,demande_consultation,arabizi
bghit pomada dial la3dat dial namous,demande_medicament,arabizi
wach kayn chi generique d had dwa ykon rkhis chwiya,demande_prix,arabizi
رجليا كيتنفخو ليا بالوقوف,description_symptome,arabe
chhal t9am 3lia had l'ordonnance,demande_prix,arabizi
mab9itch kanchem ri7a wla kanmde9,description_symptome,arabizi
عتقو الروح راه كيموت,demande_urgence,arabe
fia skhana tal3a lyoum,description_symptome,arabizi
wach l fanid d skar nakhdo wste lmakla,demande_posologie,arabizi
jib chi wa7d isoug bina l sbitar,demande_urgence,arabizi
بغيت نزيدو في الدوسي د لاسينسيس تقدر تعمر هاد البارتي,remboursement_mutuelle,arabe
katjini skhfa w r3da 3la lhlawa,description_symptome,arabizi
khasni warqat prise en charge l l'hopital,remboursement_mutuelle,arabizi
الدم كيسيل بزاف ديوه لارجونس,demande_urgence,arabe
wach 3ndkom tisfar d la mutuelle general,remboursement_mutuelle,arabizi
hadchi makaytsnach khasna sbitar,demande_urgence,arabizi
rajel ta7 f l ard makayt7rekch,demande_urgence,arabizi
عندي لي كاز وكرشي منفوخة,description_symptome,arabe
3dami mdegdgin 3lia,description_symptome,arabizi
3iytou l ambulance daba,demande_urgence,arabizi
rah makaytnfesch 3t9ouh,demande_urgence,arabizi
واش تزاد الثمن في هاد الدوا,demande_prix,arabe
kan3re9 bzaf flil,description_symptome,arabizi
bghit chi pomada dial fitriyat,demande_medicament,arabizi
wach n9sem l7ba 3la jouj ola nakhdha kamla,demande_posologie,arabizi
chkon 3ndo ra9m d samu,demande_urgence,arabizi
khasni wa7d lfanid dial dwikha dial safar,demande_medicament,arabizi
wach radi tjini lflous f lbanka wla par mandat,remboursement_mutuelle,arabizi
khasni nchouf specialiste d lmsran,demande_consultation,arabizi
bchhal lqaleb d snan 3nd dentiste,demande_prix,arabizi
khasni nchouf tbib dial snan,demande_consultation,arabizi
imta n9der nji ndwez,demande_consultation,arabizi
khasni cachet dial lfrmasyan f wri9at d mutuelle,remboursement_mutuelle,arabizi
الدم مكيحبسش من الجرحة,description_symptome,arabe
خصو طبيب د الانعاش دابا,demande_urgence,arabe
jib is3af rah ma9dertch nhezou bo7di,demande_urgence,arabizi
kaytrt9o lia rkabi fach kanbghi ngles,description_symptome,arabizi
bchhal kiti7 dwayat d lkbda f chehar,demande_prix,arabizi
had l'antibiotique mafihch taba3 d mutuelle,remboursement_mutuelle,arabizi
had lkina lfwara ndirha f kas kbir wla sghir d lma,demande_posologie,arabizi
عطيني بيتادين و فاصمة معقمة,demande_medicament,arabe
rah trt9at lih zayda diwh l sbitar taymout,demande_urgence,arabizi
عيطو لشي طبيب بالزربة,demande_urgence,arabe
3tini dwa li kiy7ayed lkelf,demande_medicament,arabizi
saftou lina ambulance l had l'adresse,demande_urgence,arabizi
had lkisan d lhijama imta nqder ndirhom,demande_posologie,arabizi
rah f ghaybouba 3iytou l tbib,demande_urgence,arabizi
kandkhol l toilet nbol bzaf,description_symptome,arabizi
wach 3ndkom chi rdv khawi lyoum,demande_consultation,arabizi
واش كاينة التكفل للامراض المزمنة,remboursement_mutuelle,arabe
lqwilbat d lqodam wach ndirhom blil qbl mann3es,demande_posologie,arabizi
wach nzreb f lmakla mora manakhod dwa d skar,demande_posologie,arabizi
ghladit b zerba f wa7d lwa9t 9sir,description_symptome,arabizi
بغيت نشوف الطبيب دبا الا كان ممكن,demande_consultation,arabe
dossier rj3ouh lia galo lia khask cachet d lpharmacie,remboursement_mutuelle,arabizi
wach t9der t3mer lia lmilif d cnss mn 3ndk,remboursement_mutuelle,arabizi
chhal ghadi izido f les prix d l'antibiotique,demande_prix,arabizi
bghit chi fanid kighsel lkliy,demande_medicament,arabizi
kane3tes bzaf sba7,description_symptome,arabizi
خصني نكوبي لوردونانس وتكاليزيها ليا لاميتيال,remboursement_mutuelle,arabe
wach momkin nched lnouba,demande_consultation,arabizi
wach kain chi dwa dial wj3 les regles,demande_medicament,arabizi
عندي الطونسيون طالع وكنحس بالدوخة,description_symptome,arabe
sba3 ydiya mchnjbin w mtklbchin,description_symptome,arabizi
sayda w9e3 liha nazif kbir 3t9oha,demande_urgence,arabizi
khasni ndwez 3nd tbib l7anjara,demande_consultation,arabizi
chhal ndfe3 f l'avance dyal lclinique,demande_prix,arabizi
بشحال كتبيعو هاد السيرو,demande_prix,arabe
3ndi wa7d jlafa f 3ini,description_symptome,arabizi
wach had dwa fih n3as wla n9der nsog,demande_posologie,arabizi
wach 3ndk chi dwa dial tsemoum lghida2i,demande_medicament,arabizi
wach tsauviti dossier f l systeme dial amo,remboursement_mutuelle,arabizi
wach la cnss katrje3 flous consultation d psy,remboursement_mutuelle,arabizi
khasni ndwez 3la wdenya,demande_consultation,arabizi
واش كاين شي فانيد كيحبس الدم د لي غيغل,demande_medicament,arabe
هاد الدوا ديال الرواح واش فيه تلت ايام ولا خمس ايام,demande_posologie,arabe
fin hssen ndoq chouka d skar f lkerch wla f lfkhad,demande_posologie,arabizi
lmutuelle tlbo lia l'ordonnance originale yak 3ndk copie,remboursement_mutuelle,arabizi
nad fia wa7d l7boub f wejhi,description_symptome,arabizi
شحال من مرة في النهار نستعمل هاد البان د بوش,demande_posologie,arabe
راه سرط شي حاجة خصنا نعتقوه,demande_urgence,arabe
wach 3tiwni attestation d non prise en charge,remboursement_mutuelle,arabizi
واش كاين طبيب الحنجرة والأنف والأذن,demande_consultation,arabe
واش هاد الدوا كيتمضغ ولا كيتسرط بالما,demande_posologie,arabe
chhal d lweqt ndir massage b had zit d lmfassel,demande_posologie,arabizi
chhal mn hba nakhod f nhar,demande_posologie,arabizi
chhal mn n9ita ndir f wdni lyoum,demande_posologie,arabizi
kifach nrecha had spray f nifi,demande_posologie,arabizi
عيطو للوقاية المدنية عافاك,demande_urgence,arabe
خصني شي جيل ديال الحبوب د الشباب,demande_medicament,arabe
bghit chi spray dial lgrjouta,demande_medicament,arabizi
bghit nchouf specialiste dial lghoda,demande_consultation,arabizi
كنبول بالدم وحريق البولة قهرني,description_symptome,arabe
3tini chi kina kiy7ayed lma mn rkabi,demande_medicament,arabizi
راه طاح من الدروج عيطو للسبيطار,demande_urgence,arabe
3iytou l pompier 3afak,demande_urgence,arabizi
wach nakhod had l9wilbat blil wla bnhar,demande_posologie,arabizi
had l'ampoule wach katchreb wla katdeq f l3dal,demande_posologie,arabizi
wach 3ndkom chi fanid dial l'a3sab,demande_medicament,arabizi
واش نخلط هاد لانتيبيوتيك مع الحليب,demande_posologie,arabe
chhal kyqet3o f cnss 3la les frais d l'hospitalisation,remboursement_mutuelle,arabizi
3tini wa7d l'inhalateur dial rafouz,demande_medicament,arabizi
chhal taman l'irm f la clinique jwaz,demande_prix,arabizi
kifach nzido wldi jdid f dossier d lmutuelle,remboursement_mutuelle,arabizi
3iytou l tbib dial l gherz rah tjre7 bzaf,demande_urgence,arabizi
chhal lweqt khasni ntsna bin pomada w pomada khra,demande_posologie,arabizi
شحال ثمن ديال الكورس د لانتيبيوتيك كامل,demande_prix,arabe
safto tbib hna l had dar,demande_urgence,arabizi
wach dwayat dyal lhomeopathie fihom rembousement,remboursement_mutuelle,arabizi
chhal d lwa9t nkheli had champoing f rasi 9bl manghsel,demande_posologie,arabizi
khaso tbib d in3ach daba,demande_urgence,arabizi
chhal d les doses f had lqerqa dyal l'insuline,demande_posologie,arabizi
dnya kaddour bia fach kanod,description_symptome,arabizi
واش كاين طبيب د الرياضة فهاد السونطر,demande_consultation,arabe
bghit nsewel wach katkhdmo b tiers payant f la pharmacie,remboursement_mutuelle,arabizi
واش عندكم التكفل ديال التعاضدية العامة,remboursement_mutuelle,arabe
wach had lkina katsbeb lqabt nakhod m3aha chi lliyen,demande_posologie,arabizi
dem kaysil bzaf ddiwh l urgence,demande_urgence,arabizi
chkon yddina l sbitar d daba rah lil hada,demande_urgence,arabizi
واش ممكن ناخد رانديفو لغدا مع الجينيكو,demande_consultation,arabe
chhal le prix d l'ecographie f clinique,demande_prix,arabizi
khaso sbitar rah l7rara tl3at lih bzaf w kaytre3d,demande_urgence,arabizi
3iyt l numro d l'ambulance daba,demande_urgence,arabizi
bghit formulaire jdida d amo rani ghlet f hadok,remboursement_mutuelle,arabizi
khasni chi pomada l dfar,demande_medicament,arabizi
بغيت ندوز على راسي كيحرقني ديما,demande_consultation,arabe
nado lia bo9alat f rejli b sbb sbat jdid,description_symptome,arabizi
imta kayji tbib dial jld,demande_consultation,arabizi
wach 3ndk 9wilbat dial trbya sghira,demande_medicament,arabizi
دير ليا الكاشي في الورقة باش نصيفط الدوسي لاميتيال,remboursement_mutuelle,arabe
واش كديرو التكفل لهاد الدوا د السكر,remboursement_mutuelle,arabe
chnahouwa dossier li khasni njm3 l la mutuelle wafa,remboursement_mutuelle,arabizi
بشحال كيحسب طبيب د الغدة الفيزيتا اللولة,demande_prix,arabe
had lwezra dial sbitar makatrje3ch f lmutuelle yak,remboursement_mutuelle,arabizi
khasni ndwez 3nd tbib d l3sab,demande_consultation,arabizi
bghit wa7d bakhakh dial nif,demande_medicament,arabizi
rah khda dwa bzaf w skhef 3iyt l tsemoum,demande_urgence,arabizi
chhal nzidek 3la had l'avance li 3titk,demande_prix,arabizi
wach had lppomada remboursable wla non,remboursement_mutuelle,arabizi
wach 3ndkom chi dwa ki3awn 3la n3as,demande_medicament,arabizi
nsit njib lwer9a lkhedra wach n9der njibha gheda twritni,remboursement_mutuelle,arabizi
khasni nchouf genico lyoum,demande_consultation,arabizi
chhal lmodda nb9a nakhod f had dwa,demande_posologie,arabizi
واقعة كسيدة عيطو للاسعاف,demande_urgence,arabe
bghit ndwez 3la sda3 rasi,demande_consultation,arabizi
خليني نعطيك لاكارط د سيجيم دوزها ليا,remboursement_mutuelle,arabe
khasni ndwez 3nd tbib dial lkliy,demande_consultation,arabizi
واش كاين شي فانيد د الراس مجهد,demande_medicament,arabe
wach momkin t3tini dwa dial n9s l7did,demande_medicament,arabizi
واش كاين الدوا ديال الطونسيون املور,demande_medicament,arabe
بشحال هاد البومادا د الشمش,demande_prix,arabe
bghit ndwez 3la rkabi,demande_consultation,arabizi
شحال المدة نبقى ناخد في هاد الدوا,demande_posologie,arabe
wach kayna chi pomada dial rkabi,demande_medicament,arabizi
نسيت نجيب الورقة الخضرا واش نقدر نجيبها غدا تورقني,remboursement_mutuelle,arabe
souti tb7e7 w ma9adach nkharej,description_symptome,arabizi
la tension tal3a lia bzaf,description_symptome,arabizi
bghit chi calcium l l3dam,demande_medicament,arabizi
tbib ma dar lya cachet f lwer9a jdida d amo,remboursement_mutuelle,arabizi
شحال من معيلقة نعطي لولدي الصغير في الليلة,demande_posologie,arabe
مفاصلي كيحرقوني ومقديتش نوقف,description_symptome,arabe
sayda tahat mn charjem 3iytou l ambulance,demande_urgence,arabizi
chhal taman dial tlfaza 3nd tbib,demande_prix,arabizi
khasna na9l tibbi mjehez dghya,demande_urgence,arabizi
chof chi taxi ddina l urgence,demande_urgence,arabizi
كرشي كتقطع عليا بالوجع,description_symptome,arabe
khasni chi comprimé ihden sda3,demande_medicament,arabizi
3iyt l samu 3afak,demande_urgence,arabizi
عطيني شي قويلبات ديال السخانة للدراري,demande_medicament,arabe
هاد الوزرة ديال السبيطار مكترجعش في لاميتيال ياك,remboursement_mutuelle,arabe
bchhal kyhseb tbib d lghoda visite lawla,demande_prix,arabizi
واش نشرب هاد السيرو قبل ولا مورا الماكلة,demande_posologie,arabe
3tini dak dwa li ki7eyed l'acide urique,demande_medicament,arabizi
bchhal katbi3ou les tests de grossesse,demande_prix,arabizi
had lkapsoulat nakhdhom blma bared wla dafi,demande_posologie,arabizi
واش كاين شي واحد رخيص على هادا,demande_prix,arabe
ظهري ضارني مقديتش نتحنى,description_symptome,arabe
chhal d lweqt 3ndi lhaq bach ndfe3 dossier l cnss,remboursement_mutuelle,arabizi
sayda katchra9 3t9oha,demande_urgence,arabizi
rah lfasma 3mrat b ddem ddih l urgence,demande_urgence,arabizi
n9st f lwezn bzaf had chhar,description_symptome,arabizi
wach ndir bain de bouche blma skhoun wla bared,demande_posologie,arabizi
بشحال كتحسبو التبخيخة د الرابوز للدراري الصغار,demande_prix,arabe
عطيني الكود ديال الطبيب باش نعمر الورقة,remboursement_mutuelle,arabe
chhal mn m3il9a n3ti l wldi sghir f lila,demande_posologie,arabizi
khasni njib had dwa dial skar,demande_medicament,arabizi
بغيت دوا د المعدة لي كيمصوه,demande_medicament,arabe
واش نقدر ندوز في الصباح بكري قبل الخدمة,demande_consultation,arabe
had serum physiologique nkhelhlo kolo f nif bébé,demande_posologie,arabizi
واش ناخد الدوا ونخلص غي الفرق ولا نخلص كلشي,remboursement_mutuelle,arabe
wach had dwa fih l'alcool wla non,demande_posologie,arabizi
wach tbib kaykhdem b sebt,demande_consultation,arabizi
bghit ndwez 3la krchi,demande_consultation,arabizi
wach kayna chi tahiya f taman dyal les vaccins d drari,demande_prix,arabizi
ضارني راسي بزاف هاد الصباح,description_symptome,arabe
wach lcabinet m7loul lyoum,demande_consultation,arabizi
khasna is3af f a9rab wa9t,demande_urgence,arabizi
khasni nakhod had l'antibiotique,demande_medicament,arabizi
cnops 3tlou 3lia bzaf bach idwzo lya dossier d l3amaliya,remboursement_mutuelle,arabizi
شحال حسب ليا الفرمسيان لهاد التقطيرة د العين,demande_prix,arabe
wach kain dak siro l7mer dial lk7ba,demande_medicament,arabizi
bghit chi fanid ki9wi ch3r w dfar,demande_medicament,arabizi
هاد السيروم نخويه كولو في نيف البيبي,demande_posologie,arabe
امتى كيحل الطبيب في الصباح,demande_consultation,arabe
choufa f chms w do mjehed katdarni f 3inia,description_symptome,arabizi
3t9o rou7 rah kaymoute,demande_urgence,arabizi
khasni ndwez 3la wdniya,demande_consultation,arabizi
chhal d flous khasni l had dwayat lkhmsa,demande_prix,arabizi
imta kaysali tbib lkhdma,demande_consultation,arabizi
khasni ndwez 3nd tbib nfsani,demande_consultation,arabizi
wach had lfanid kiykhad 3la rri9 f sba7,demande_posologie,arabizi
عندي حكة خايبة في لحمي كامل,description_symptome,arabe
wach nsta3mel had lgel 3la bashra nachfa wla mfloha,demande_posologie,arabizi
3tini wa7d lboite dial lmagnesium,demande_medicament,arabizi
rah kla sm ddiwh yghslou lih lma3da,demande_urgence,arabizi
خصنا سبيطار بالزربة,demande_urgence,arabe
شحال من شوكة خصني ندير في السيمانة,demande_posologie,arabe
had dwa dyal rwa7 wach fih 3 ayam wla 5 ayam,demande_posologie,arabizi
هادشي مكيتسناش خصنا سبيطار,demande_urgence,arabe
wach nbda l'antibiotique daba wla ntsna tal gheda,demande_posologie,arabizi
jibo brancard hezo sayed rah ma9adch inod,demande_urgence,arabizi
khasna oxygene daba 3iytou l samu,demande_urgence,arabizi
3ndi mouchkil f nte9 w lsani t9il,description_symptome,arabizi
بغيت شي بومادا ديال الكزيمة,demande_medicament,arabe
chhal d flous nkhli lik f total,demande_prix,arabizi
wach katzido chi frais 3la remplissage d lwerqa d mutuelle,remboursement_mutuelle,arabizi
bghit nchouf tbib,demande_consultation,arabizi
bchhal nhseb had les gouttes d wednin,demande_prix,arabizi
شحال كيخلصو في فيزيتا د طبيب العينين في السبيطار,demande_prix,arabe
كنحس بشي حاجة واقفا ليا في القرجوطة,description_symptome,arabe
واش كاين شي طبيب عام كيجي للدار,demande_consultation,arabe
bghit fanid dial l7la9m,demande_medicament,arabizi
عطيني كينة ديال الدوخة د السفر,demande_medicament,arabe
bghit dwa kiybs lghraz,demande_medicament,arabizi
bghit nchri had l9wilbat,demande_medicament,arabizi
شحال ثمن التلفزة عند الطبيب,demande_prix,arabe
chhal kikhless lwahed f seance dyal la kine f lma,demande_prix,arabizi
bghit chi pomada dial l7rou9a dial lbota,demande_medicament,arabizi
بشحال تحسب ليا هاد الفاصمة وبيتادين,demande_prix,arabe
بغيت رشاشة ديال النيف مسدود,demande_medicament,arabe
bghit rdv m3a tbiba dial nsa,demande_consultation,arabizi
imta n9der nchouf tbib l3am,demande_consultation,arabizi
3tini l prix dial had dwa d skar,demande_prix,arabizi
krchi mzyera bl gaz w mnfoukha,description_symptome,arabizi
bghit nakhod rdv l rajli,demande_consultation,arabizi
khasni ncopier l'ordonnance w tgaliziha lia l mutuelle,remboursement_mutuelle,arabizi
3inaya 7mrin w kayaklouni,description_symptome,arabizi
lmagana d skar mtkhrb9a lia had lyamat,description_symptome,arabizi
wach momkin t3tini rdv ljem3a,demande_consultation,arabizi
bchhal taman d les seringues m3a choukat dyalhom,demande_prix,arabizi
chhal t9amt l3amaliya d lzayda 3la wldk,demande_prix,arabizi
wach 3ndkom dwa l7mer,demande_medicament,arabizi
امتى كيسالي الطبيب د السنان مع العشية,demande_consultation,arabe
fia ishal w krchi jarya,description_symptome,arabizi
بغيت نشد موعد لعملية جراحية صغيرة,demande_consultation,arabe
lke7oulia taht 3inia bayna bzaf,description_symptome,arabizi
wach nakhod dwa w nkhales ghi lfar9 ola nkhles kolchi,remboursement_mutuelle,arabizi
had pomada d l3in wach ndirha ldakhl wla 3la brra,demande_posologie,arabizi
khasni serum physiologique l dery sghir,demande_medicament,arabizi
had pomada wach ndhenha b zerba wla nmasiha,demande_posologie,arabizi
ودني كتعطيني الصداع بزاف,description_symptome,arabe
chhal kit9am chighane d snan w tbyad,demande_prix,arabizi
jldi mchgug w nachef bzaf,description_symptome,arabizi
wach lpomada d chms ndirha dima 9bl mankhroj,demande_posologie,arabizi
bchhal katbi3ou had siro,demande_prix,arabizi
had dwa wla kybyn lia n3as wach n9so mn jra3a,demande_posologie,arabizi
khasni nchouf tbib dial sder,demande_consultation,arabizi
wach nqder nw9ef l'antibiotique ila 7sit b rasi wlit mzyan,demande_posologie,arabizi
بغيت جيل معقم لليدين,demande_medicament,arabe
kayzra9 lia l7mi bla manedreb m3a ta haja,description_symptome,arabizi
واش الثمن ديالو مناسب,demande_prix,arabe
wach kayna chi blasa l gheda,demande_consultation,arabizi
wach nqder nkhlet had dwa m3a danon l drri sghir,demande_posologie,arabizi
بشحال غادي تجيني هاد الورقة د الطبيب كاملة,demande_prix,arabe
bghit nakhod rdv l lwalid,demande_consultation,arabizi
kifach nf3 dossier dyal dwayat cancer f amo maladies chroniques,remboursement_mutuelle,arabizi
kifach nbdel l pnsment dyal l3amaliya f dar bo7di,demande_posologie,arabizi
خصني كينة ديال الشقيقة لي كتدوب في الما,demande_medicament,arabe
3ini lisra katrefref 3lia bzaf,description_symptome,arabizi
واش ناخد هاد القويلبات بالليل ولا بالنهار,demande_posologie,arabe
chhal prix d tahlila dyal lkolyzirole,demande_prix,arabizi
bchhal t7seb liya 10 dyal les boites d lfanid,demande_prix,arabizi
kifach nst3ml had l'appareil d la tension m3a dwa,demande_posologie,arabizi
راه مكيتنفسش عتقوه,demande_urgence,arabe
krchi kat9te3 bl wj3,description_symptome,arabizi
واش كاينة شي تخفيض لصحاب راميد,remboursement_mutuelle,arabe
خصني ندوز عند طبيبة د الولادة باش نتبع الحمل,demande_consultation,arabe
خويو الطريق للامبولانس دوز,demande_urgence,arabe
bchhal had le gel intime 3afak,demande_prix,arabizi
tbib lmosta3jalat ychof had l7ala b zerba,demande_urgence,arabizi
had pomada wach ndhenha 3la jor7 mftou7 wla la,demande_posologie,arabizi
sayed dakh w mabghach ifi9,demande_urgence,arabizi
ديرو شي حل راه كيموت بالوجع,demande_urgence,arabe
wach tqder tkherej lya historique d dwayat d lmutuelle,remboursement_mutuelle,arabizi
شحال من قطرة ديال العين ندير في كل جيهة,demande_posologie,arabe
wach 3ndk dwa dial lkolyztirol,demande_medicament,arabizi
sayed jabha fih motor 3iyt l is3af,demande_urgence,arabizi
شحال كيستغرق الوقت باش كنوبس ترجع الفلوس,remboursement_mutuelle,arabe
بغيت شي فيتامين د العيا والسخفة,demande_medicament,arabe
dirou chi 7al rah kaymoute b lwje3,demande_urgence,arabizi
wach momkin t3tini had dwa bla ordonnance,demande_medicament,arabizi
بغيت موعد مع طبيب السكر والغدة الدراقية,demande_consultation,arabe
راجل طاح في الارض مكيتحركش,demande_urgence,arabe
bghit nakhod chi bakiya dial doliprane,demande_medicament,arabizi
tfrege3 3lih lbota 3iyt l pompier,demande_urgence,arabizi
عيطو للسبيطار السيد تزاد عليه الحال,demande_urgence,arabe
wach had lfanid kidoz f cnops,remboursement_mutuelle,arabizi
