text,intent,language
ظهري تضرع.,description_symptome,arabe
كحبة عامرة.,description_symptome,arabe
سكانير شحال؟,demande_prix,arabe
Sachets per day?,demande_posologie,english
J'ai besoin d'une pommade pour les brûlures.,demande_medicament,fr
Comment donner ces gouttes ?,demande_posologie,francais
ملف لاسيرونس د الخدمة؟,remboursement_mutuelle,arabe
واش نقدر ناخد رنديفو عند طبيب القلب.,demande_consultation,arabe
بغيت ماغنيزيوم.,demande_medicament,darija_ar
بغيت ندوز عند طبيب.,demande_consultation,arabe
هل يمكنني الحصول على أقراص للحلق؟,demande_medicament,ar
Prix du sirop ?,demande_prix,francais
Suppositoires mode d'emploi ?,demande_posologie,francais
I need an appointment with the doctor today,demande_consultation,english
Echo tarif ?,demande_prix,francais
masarif jara7a?,demande_prix,arabizi
Articulations douloureuses.,description_symptome,francais
هل لديك بخاخات للربو؟,demande_medicament,ar
أعطني بعض الضمادات والكحول.,demande_medicament,ar
AMO valid here?,remboursement_mutuelle,english
Cachet sur feuille CNSS.,remboursement_mutuelle,francais
Inpatient fees?,demande_prix,english
معيلقة كبيرة ولا صغيرة؟,demande_posologie,arabe
طبيب الكلاوي.,demande_consultation,arabe
How much for this cream?,demande_prix,english
mri ch7al?,demande_prix,arabizi
Policy coverage?,remboursement_mutuelle,english
bghit pastilles d l7la9m,demande_medicament,arabizi
Poudre à diluer comment ?,demande_posologie,francais
Muscle and joint ache.,description_symptome,english
Gushing blood from a cut.,demande_urgence,english
Injection schedule?,demande_posologie,english
Il s'étouffe !,demande_urgence,francais
I'm looking for allergy medication.,demande_medicament,en
Faites venir un médecin tout de suite.,demande_urgence,francais
tel9ou kolchi urgence,demande_urgence,arabizi
Mal au dos.,description_symptome,francais
t7re9 bzaf fin nmchiw?,demande_urgence,arabizi
ch7al mn mera?,demande_posologie,arabizi
Eruption cutanée.,description_symptome,francais
Prix prise de sang ?,demande_prix,francais
taman d tlfaza?,demande_prix,arabizi
Gel usage?,demande_posologie,english
Book a session with the MD.,demande_consultation,english
طبيب النبولة.,demande_consultation,arabe
Private insurance claim?,remboursement_mutuelle,english
J'ai besoin d'analgésiques.,demande_medicament,fr
dem kharej bzaf mn jer7a,demande_urgence,arabizi
Does mutuelle pay for this?,remboursement_mutuelle,english
masarif sbitar?,demande_prix,arabizi
AMO Tadamon accepted?,remboursement_mutuelle,english
رنديفو اليوم عافاك.,demande_consultation,arabe
cnops katrejje3 flous?,remboursement_mutuelle,arabizi
la caisse d remboursement?,remboursement_mutuelle,arabizi
Fébrile.,description_symptome,francais
We need emergency services!,demande_urgence,english
khssni dwa d soker,demande_medicament,arabizi
الاسعاف عافاك راه حالة مستعجلة!,demande_urgence,arabe
Dental pain.,description_symptome,english
Throat is killing me.,description_symptome,english
echo bch7al?,demande_prix,arabizi
Capsule dosage?,demande_posologie,english
I need antibiotics.,demande_medicament,en
fia s'hal,description_symptome,arabizi
Submit to CNOPS?,remboursement_mutuelle,english
Need a general checkup.,demande_consultation,english
Sonogram price?,demande_prix,english
Puis-je avoir des pastilles pour la gorge ?,demande_medicament,fr
جلطة، دغيا!,demande_urgence,arabe
sirop bch7al?,demande_prix,arabizi
fin sbitar d l9alb?,demande_urgence,arabizi
7lib d les bebes bch7al?,demande_prix,arabizi
Nausées fortes.,description_symptome,francais
J'ai la diarrhée.,description_symptome,francais
Bone doctor appointment.,demande_consultation,english
الرميد دايز؟,remboursement_mutuelle,arabe
3tini rhinathiol,demande_medicament,arabizi
Can you give me something for diarrhea?,demande_medicament,en
ch9i9a chadani,description_symptome,arabizi
Analyses labo prix ?,demande_prix,francais
I need a laxative.,demande_medicament,en
wach n9der nchreb jouj d9a w7da?,demande_posologie,arabizi
Rythme des injections ?,demande_posologie,francais
Compléter formulaire mutuelle.,remboursement_mutuelle,francais
Rdv urologue.,demande_consultation,francais
Do you sell ibuprofen?,demande_medicament,en
ta3widat d la caisse?,remboursement_mutuelle,arabizi
Procédure RAMED ?,remboursement_mutuelle,francais
Comment prendre ce médicament ?,demande_posologie,francais
tasri7 d l'assurance?,remboursement_mutuelle,arabizi
Medical card accepted?,remboursement_mutuelle,english
Skin doctor booking.,demande_consultation,english
wach kayn dwa d lklawi?,demande_medicament,arabizi
J'ai besoin d'un médicament anti-nausée.,demande_medicament,fr
حليب الدراري بشحال؟,demande_prix,arabe
"Badly burned, need docs fast!",demande_urgence,english
Bilan de la vue.,demande_consultation,francais
me7tajin l is3af daba!,demande_urgence,arabizi
"Souci urinaire, urologue.",demande_consultation,francais
rdv lyoum 3afak,demande_consultation,arabizi
ورقة المرض؟,remboursement_mutuelle,arabe
Frais chirurgicaux ?,demande_prix,francais
هل لديك أسبرين؟,demande_medicament,ar
بغيت بومادا ديال البرودة.,demande_medicament,darija_ar
أريد شراء باراسيتامول.,demande_medicament,ar
7asasiya khayba ta7!,demande_urgence,arabizi
أحتاج إلى دواء مضاد للغثيان.,demande_medicament,ar
سكتة قلبية، زربو!,demande_urgence,arabe
Je cherche un spray nasal.,demande_medicament,fr
وريقات لا سينيسيس؟,remboursement_mutuelle,arabe
ras kay7re9ni bzaf,description_symptome,arabizi
Médicament remboursable ?,remboursement_mutuelle,francais
A jeun ou pendant le repas ?,demande_posologie,francais
كنوبس كترد الفلوس؟,remboursement_mutuelle,arabe
ch7al mn m3il9a d sirop?,demande_posologie,arabizi
khssni chi 9wilbat l sghar,demande_medicament,arabizi
Sirop pour la toux prix ?,demande_prix,francais
Piqûres fréquence ?,demande_posologie,francais
Get a doctor here NOW.,demande_urgence,english
kifax n9ter had l9otrat?,demande_posologie,arabizi
Give me some bandages and alcohol.,demande_medicament,en
Gencives enflées.,description_symptome,francais
ch7al mn 9etra?,demande_posologie,arabizi
قوليا الثمن.,demande_prix,arabe
Lab test costs?,demande_prix,english
Pommade application ?,demande_posologie,francais
النعاس في السبيطار شحال كيتقام؟,demande_prix,arabe
شحال غتقام التحليلة؟,demande_prix,arabe
Dental cleaning price?,demande_prix,english
khssni fervex,demande_medicament,arabizi
Étourdissements.,description_symptome,francais
Avez-vous des somnifères ?,demande_medicament,fr
هل يمكنني الحصول على حبوب لألم المعدة؟,demande_medicament,ar
عطيني شي حاجة للسهال.,demande_medicament,darija_ar
ENT appointment needed.,demande_consultation,english
Dosage adulte ?,demande_posologie,francais
9iydni 3nd tbib,demande_consultation,arabizi
شرب شي حاجة مسمومة!,demande_urgence,arabe
Call an ambulance!,demande_urgence,english
Tablet instructions?,demande_posologie,english
Gel comment l'utiliser ?,demande_posologie,francais
صيفطو امبيلانس.,demande_urgence,arabe
Le dentiste peut me prendre demain ?,demande_consultation,francais
me7rou9 bzaf 3awnouna!,demande_urgence,arabizi
La sécu rembourse ?,remboursement_mutuelle,francais
كيفاش ندفع لامو؟,remboursement_mutuelle,arabe
فحص المسالك البولية.,demande_consultation,arabe
tbe3 lia wer9at cnss,remboursement_mutuelle,arabizi
التعويض ديال لا سينيسيس؟,remboursement_mutuelle,arabe
ملف كنوبس؟,remboursement_mutuelle,arabe
rdv m3a ljarrah,demande_consultation,arabizi
khssni beta-dine,demande_medicament,arabizi
tjerra7 ghare9 w dem ghadi,demande_urgence,arabizi
khssni pomada d l7ri9,demande_medicament,arabizi
Rdv gynéco urgent.,demande_consultation,francais
"Samu, venez vite !",demande_urgence,francais
Is the dentist free tomorrow?,demande_consultation,english
sakta 9albiya zerbou!,demande_urgence,arabizi
Urgence vitale absolue !,demande_urgence,francais
الدونتيست شحال كياخد؟,demande_prix,arabe
kerchi jarya,description_symptome,arabizi
بغيت فيتامين سي.,demande_medicament,darija_ar
Chest feels tight.,description_symptome,english
Private insurance reimburse?,remboursement_mutuelle,english
Consult fee?,demande_prix,english
أحتاج إلى بعض المسكنات.,demande_medicament,ar
موعد ديال القلب.,demande_consultation,arabe
Mental health consult.,demande_consultation,english
Pommade prix ?,demande_prix,francais
لحمي كياكلني.,description_symptome,arabe
cachet d l'amo,remboursement_mutuelle,arabizi
tariqat chrib lkina?,demande_posologie,arabizi
كيني بشحال؟,demande_prix,arabe
tayb b skhana,description_symptome,arabizi
Devis opération ?,demande_prix,francais
Assurance privée remboursement ?,remboursement_mutuelle,francais
خاصني شي حاجة لوجع لي غيغل.,demande_medicament,darija_ar
Throwing up all morning.,description_symptome,english
Do you take my insurance?,remboursement_mutuelle,english
wach la mutuelle kat9blou?,remboursement_mutuelle,arabizi
khorouj jari,description_symptome,arabizi
Physio session fee?,demande_prix,english
I need some vitamin C.,demande_medicament,en
"Epileptic fit, send help.",demande_urgence,english
3iytou l ambulance!,demande_urgence,arabizi
Rencard dermato.,demande_consultation,francais
طريقة الرميد؟,remboursement_mutuelle,arabe
Price of the consultation?,demande_prix,english
Comment être remboursé ?,remboursement_mutuelle,francais
واش عندكم شي قويلبات للقبض؟,demande_medicament,darija_ar
Can I take two at once?,demande_posologie,english
Urgent medical help needed.,demande_urgence,english
dentiste ch7al kayakhd?,demande_prix,arabizi
حالة خطيرة!,demande_urgence,arabe
Caisse remboursement ?,remboursement_mutuelle,francais
عمر ليا ملف كنوبس.,remboursement_mutuelle,arabe
Public insurance claim?,remboursement_mutuelle,english
Check-up gynécologique.,demande_consultation,francais
Sharp chest pain.,description_symptome,english
Oreille qui lance.,description_symptome,francais
psy darouri,demande_consultation,arabizi
تجرح غارق والدم غادي.,demande_urgence,arabe
Dentist fees?,demande_prix,english
شحال من ساشي في النهار؟,demande_posologie,arabe
3tini chi dwa kanden ras,demande_medicament,arabizi
سخفت.,description_symptome,arabe
طبيب نفساني.,demande_consultation,arabe
شحال ندير د البومادا؟,demande_posologie,arabe
Vendez-vous de l'ibuprofène ?,demande_medicament,fr
wach l9a 3ndk dwa d tensio?,demande_medicament,arabizi
rah ghayb 3la lwa3y hna,demande_urgence,arabizi
How many pills a day?,demande_posologie,english
أحتاج إلى مكملات الحديد.,demande_medicament,ar
Surgical expenses?,demande_prix,english
Otite douloureuse.,description_symptome,francais
دقة في القلب.,description_symptome,arabe
kifax nreje3 floussi?,remboursement_mutuelle,arabizi
ER location for heart issues?,demande_urgence,english
كونسيلطاسيون بشحال؟,demande_prix,arabe
هل لديك حبوب لضغط الدم؟,demande_medicament,ar
wach 3ndk dwa d l7asasiya?,demande_medicament,arabizi
شحال من خطرة؟,demande_posologie,arabe
taman d lvisita?,demande_prix,arabizi
ch7al mn khatra?,demande_posologie,arabizi
Infant milk cost?,demande_prix,english
شحال من شوكة؟,demande_posologie,arabe
Honoraires dentiste ?,demande_prix,francais
Pédiatre pour mon fils.,demande_consultation,francais
شحال الماكسيموم في النهار؟,demande_posologie,arabe
Je veux acheter une pommade musculaire.,demande_medicament,fr
أحتاج إلى أقراص استحلاب للسعال.,demande_medicament,ar
"He passed out, ambulance now!",demande_urgence,english
Frais d'hospitalisation ?,demande_prix,francais
I need some iron supplements.,demande_medicament,en
Policy claim?,remboursement_mutuelle,english
Operation cost?,demande_prix,english
How to schedule a dermatologist visit?,demande_consultation,english
تصاور الراديو بشحال؟,demande_prix,arabe
صدمة حساسية!,demande_urgence,arabe
"Can't breathe, asthma emergency!",demande_urgence,english
Consulter un ORL.,demande_consultation,francais
khssni fer 3afak,demande_medicament,arabizi
Dossier assurance pro ?,remboursement_mutuelle,francais
w9tach nbedel les9a?,demande_posologie,arabizi
أبحث عن دواء للسكري.,demande_medicament,ar
Do you have cold medicine?,demande_medicament,en
bghit vitamina c,demande_medicament,arabizi
ملف امو تضامن؟,remboursement_mutuelle,arabe
"Crise d'asthme, il ne respire plus !",demande_urgence,francais
Prix détartrage ?,demande_prix,francais
أبحث عن بخاخ للأنف.,demande_medicament,ar
Centre des grands brûlés ?,demande_urgence,francais
Prescription instructions.,demande_posologie,english
Meds cost?,demande_prix,english
jalta deghya!,demande_urgence,arabizi
شقة في الراس، السبيطار.,demande_urgence,arabe
ملف التأمين الخاص؟,remboursement_mutuelle,arabe
ليباري شحال من مرة؟,demande_posologie,arabe
"Stroke signs, 911!",demande_urgence,english
صدري مزير عليا.,description_symptome,arabe
Avez-vous des antidouleurs pour enfants ?,demande_medicament,fr
Need something for a headache.,demande_medicament,en
Radiographie tarif ?,demande_prix,francais
bghit ntla9a charrah,demande_consultation,arabizi
Morning or night?,demande_posologie,english
Tête qui tourne.,description_symptome,francais
قرا ليا الورقة د الدوا.,demande_posologie,arabe
Combien de fois par jour ?,demande_posologie,francais
ch7al mn 7ba nchreb f nhar?,demande_posologie,arabizi
nzif mejhed diouh sbitar!,demande_urgence,arabizi
Urgence convulsion !,demande_urgence,francais
I need to consult a gyne.,demande_consultation,english
تعويضات الصندوق د الصحة؟,remboursement_mutuelle,arabe
I want to meet the surgeon.,demande_consultation,english
واش كاين دوا ديال البرد؟,demande_medicament,darija_ar
كاين شي موعد مع طبيب السنان.,demande_consultation,arabe
Avez-vous de la crème antiseptique ?,demande_medicament,fr
kine bch7al?,demande_prix,arabizi
Notice d'utilisation ?,demande_posologie,francais
I need an anti-nausea medicine.,demande_medicament,en
هل يمكنك إعطائي شيئًا لحرقة المعدة؟,demande_medicament,ar
تتبع الحمل.,demande_consultation,arabe
I need some painkillers.,demande_medicament,en
tbib d ras,demande_consultation,arabizi
Ortho visit.,demande_consultation,english
Provider coverage details?,remboursement_mutuelle,english
Vomited twice.,description_symptome,english
أحتاج شيئًا لآلام الدورة الشهرية.,demande_medicament,ar
dwa lk7ba bch7al?,demande_prix,arabizi
di9a chedatou kaymout!,demande_urgence,arabizi
عطيني فنيد ديال الحلاقم.,demande_medicament,darija_ar
wach hadchi dakhil f l'assurance?,remboursement_mutuelle,arabizi
Raideur articulaire.,description_symptome,francais
What's the dose?,demande_posologie,english
قويلبات كيفاش ندير ليهم؟,demande_posologie,arabe
كيفاش ندهن هاد الكريمة؟,demande_posologie,arabe
I want to buy some muscle rub.,demande_medicament,en
rdv bloc opératoire.,demande_consultation,francais
حصص الترويض شحال؟,demande_prix,arabe
tsawr d radio bch7al?,demande_prix,arabizi
الكونطرا كتعوض هادشي؟,remboursement_mutuelle,arabe
3la ri9 wla chab3an?,demande_posologie,arabizi
واش عندكم دوا ديال الطانسيو؟,demande_medicament,darija_ar
مركز التسمم، عاجل.,demande_urgence,arabe
3mer lia wra9 l'assurance,remboursement_mutuelle,arabizi
كرشي جاريا.,description_symptome,arabe
واش عندكم إيبوبروفين؟,demande_medicament,darija_ar
Heart doctor appointment.,demande_consultation,english
Drop dosage?,demande_posologie,english
"Choc à la tête, hôpital.",demande_urgence,francais
Prendre rdv cardio.,demande_consultation,francais
7lib d drari bch7al?,demande_prix,arabizi
lta mnfoukha,description_symptome,arabizi
Card reimbursement?,remboursement_mutuelle,english
Radiography fees?,demande_prix,english
tbib lmafasil,demande_consultation,arabizi
Medicine for a toothache.,demande_medicament,en
تكلفة العملية؟,demande_prix,arabe
Health fund pay for this?,remboursement_mutuelle,english
"Fracture ouverte, ambulance !",demande_urgence,francais
Problème intestinal.,description_symptome,francais
Coût antibiotiques ?,demande_prix,francais
tkalif d l3amaliya?,demande_prix,arabizi
n3as f sbitar ch7al kayt9am?,demande_prix,arabizi
حريق المعدة.,description_symptome,arabe
snan kay7re9ou,description_symptome,arabizi
chrb chi 7aja mesmouma!,demande_urgence,arabizi
ندوز عند طبيب عام.,demande_consultation,arabe
IRM coût ?,demande_prix,francais
"Bleeding heavily, need ER!",demande_urgence,english
Migraine atroce.,description_symptome,francais
Spoonfuls per dose?,demande_posologie,english
l7mi kayaklni,description_symptome,arabizi
CNOPS coverage?,remboursement_mutuelle,english
Can I bring my kid to the pediatrician later?,demande_consultation,english
خصني نشوف جراح.,demande_consultation,arabe
Someone is choking!,demande_urgence,english
Corporate insurance claim?,remboursement_mutuelle,english
عيطو للامبيلانس!,demande_urgence,arabe
بغيت طبيب الحلاقم.,demande_consultation,arabe
bghit chi 9trat d l3inin,demande_medicament,arabizi
formulaire d l'assurance?,remboursement_mutuelle,arabizi
عطيني بومادا ديال الحبوب.,demande_medicament,darija_ar
l'echo ch7al?,demande_prix,arabizi
Difficulté à avaler.,description_symptome,francais
m3il9a kbira wla sghira?,demande_posologie,arabizi
Cardio la semaine pro.,demande_consultation,francais
3tini spasfon 3afak,demande_medicament,arabizi
Do you have aspirin?,demande_medicament,en
mutuelle katrejje3 3lih?,remboursement_mutuelle,arabizi
Burning up with fever.,description_symptome,english
Urologist free slots.,demande_consultation,english
Prendre rdv pour bébé.,demande_consultation,francais
libari ch7al mn mera?,demande_posologie,arabizi
Dossier CNOPS ?,remboursement_mutuelle,francais
3t9ou rou7!,demande_urgence,arabizi
Dites-moi le prix.,demande_prix,francais
Itchy skin breakout.,description_symptome,english
Neurology consult.,demande_consultation,english
كيفاش ندهن البومادا؟,demande_posologie,arabe
رديت الماكلة.,description_symptome,arabe
tbib l2anf w l7anjara,demande_consultation,arabizi
Echographie pelvienne prix ?,demande_prix,francais
Je vomis tout.,description_symptome,francais
هل يمكنني الحصول على شراب للسعال؟,demande_medicament,ar
wri9at cnss?,remboursement_mutuelle,arabizi
fin kayn sbitar kbir?,demande_urgence,arabizi
كيفاش ندفع لاميتيال؟,remboursement_mutuelle,arabe
Derma appt.,demande_consultation,english
الجيل كيفاش نستعملو؟,demande_posologie,arabe
kifax ndfe3 l'amo?,remboursement_mutuelle,arabizi
Health fund reimbursement?,remboursement_mutuelle,english
goulia taman,demande_prix,arabizi
3tini augmentin,demande_medicament,arabizi
9wilbat kifax ndir lihom?,demande_posologie,arabizi
Courbatures partout.,description_symptome,francais
J'ai besoin de suppléments de fer.,demande_medicament,fr
wer9at lmarad?,remboursement_mutuelle,arabizi
wach 3ndkom sérum phy?,demande_medicament,arabizi
dossier l'assurance prive?,remboursement_mutuelle,arabizi
عطيني دوا ديال الرواح.,demande_medicament,darija_ar
حالة مستعجلة بزاف.,demande_urgence,arabe
Shot frequency?,demande_posologie,english
كارط د الدوا مقبولة؟,remboursement_mutuelle,arabe
bch7al l3amaliya?,demande_prix,arabizi
k7ba 9jatni,description_symptome,arabizi
Powder sachet mix instructions?,demande_posologie,english
Can I get a cough syrup?,demande_medicament,en
عمر ليا وراق لاسيرونس.,remboursement_mutuelle,arabe
kifax ndfe3 la mutuelle?,remboursement_mutuelle,arabizi
I want some antihistamines.,demande_medicament,en
Il me faut quelque chose pour le mal de tête.,demande_medicament,fr
I need something for motion sickness.,demande_medicament,en
tafasil d remboursement?,remboursement_mutuelle,arabizi
How many times a day?,demande_posologie,english
tbe3 lia wer9at dwa 3afak,remboursement_mutuelle,arabizi
consultation bch7al?,demande_prix,arabizi
طبيبة النسا عافاك.,demande_consultation,arabe
Nightly rate for hospital stay?,demande_prix,english
Stomach cramps.,description_symptome,english
contrat kat3awed hadchi?,remboursement_mutuelle,arabizi
Je veux acheter du paracétamol.,demande_medicament,fr
Scaling and polishing price?,demande_prix,english
La mutuelle prend en charge ?,remboursement_mutuelle,francais
Comprimés instructions ?,demande_posologie,francais
kherj fia 7boub 7mer,description_symptome,arabizi
الرنين المغناطيسي شحال؟,demande_prix,arabe
بالزربة، عيطو للاسعاف!,demande_urgence,arabe
rdan chedni,description_symptome,arabizi
Puis-je avoir des pilules pour les maux d'estomac ?,demande_medicament,fr
واش كيرجعو عليه الفلوس؟,remboursement_mutuelle,arabe
Formula milk price?,demande_prix,english
"Bad allergic reaction, help!",demande_urgence,english
Maximum pills per day?,demande_posologie,english
Maximum par jour ?,demande_posologie,francais
dwayat ch7al tal3in?,demande_prix,arabizi
Coverage check?,remboursement_mutuelle,english
bghit dwa d rwye7,demande_medicament,arabizi
شحال العبار؟,demande_posologie,arabe
istichara tibiya 3ama,demande_consultation,arabizi
Feeling dizzy.,description_symptome,english
Looking for a psychiatrist appointment.,demande_consultation,english
ch7al mn fanida?,demande_posologie,arabizi
Puffs per dose?,demande_posologie,english
Psych appointment booking.,demande_consultation,english
Tampon AMO.,remboursement_mutuelle,francais
شحال من مرة نشربو؟,demande_posologie,arabe
Dispo chez le dentiste ?,demande_consultation,francais
Intoxication alimentaire sévère !,demande_urgence,francais
واش عندكم شي حاجة للكرش القاصحة؟,demande_medicament,darija_ar
tkhne9 zerbou!,demande_urgence,arabizi
بغيت دوا ديال المصران.,demande_medicament,darija_ar
jibou tbib b zerba,demande_urgence,arabizi
حليب د لي بيبي بشحال؟,demande_prix,arabe
Prix séance kiné ?,demande_prix,francais
kifax nsta3ml had dwa?,demande_posologie,arabizi
Orthopédiste dispo ?,demande_consultation,francais
Read the dosage for me.,demande_posologie,english
Rage de dents.,description_symptome,francais
جرعة البومادا شحال؟,demande_posologie,arabe
bghit t9tira d lnef,demande_medicament,arabizi
3mer lia dossier cnops,remboursement_mutuelle,arabizi
طاح سخفان، الاسعاف!,demande_urgence,arabe
bch7al hada?,demande_prix,arabizi
Douleur thoracique.,description_symptome,francais
tariqat ramed?,remboursement_mutuelle,arabizi
Frequency of medication?,demande_posologie,english
Expliquez-moi le dosage.,demande_posologie,francais
bghit tbib d jeld,demande_consultation,arabizi
tbib l9alb simana jaya,demande_consultation,arabizi
طريقة الاستعمال؟,demande_posologie,arabe
Grosse fièvre.,description_symptome,francais
AMO refund?,remboursement_mutuelle,english
بومادا شحال ثمنها؟,demande_prix,arabe
How to use this medicine?,demande_posologie,english
السنسول كيوجع.,description_symptome,arabe
kanred bzaf,description_symptome,arabizi
Mutuelle form stamp?,remboursement_mutuelle,english
Je veux du magnésium.,demande_medicament,fr
Consultation généraliste.,demande_consultation,francais
Rendez-vous médecin de famille.,demande_consultation,francais
wdni kat9ter,description_symptome,arabizi
Dose journalière ?,demande_posologie,francais
Echography charge?,demande_prix,english
Fill out my insurance form?,remboursement_mutuelle,english
J'ai besoin d'antibiotiques.,demande_medicament,fr
Lightheadedness.,description_symptome,english
7ala mousta3jala bzaf,demande_urgence,arabizi
Posologie gélules ?,demande_posologie,francais
أحتاج دواء لألم الأسنان.,demande_medicament,ar
Lower back agony.,description_symptome,english
وقتاش نبدل اللصقة؟,demande_posologie,arabe
Can you book a dentist for me?,demande_consultation,english
Tell me the price.,demande_prix,english
صندوق التعويضات؟,remboursement_mutuelle,arabe
ch7al ndir d pomada?,demande_posologie,arabizi
bghit pomada d sbibtar,demande_medicament,arabizi
Formulaire mutuelle ?,remboursement_mutuelle,francais
شحال من بخة؟,demande_posologie,arabe
de9a f l9alb,description_symptome,arabizi
Centre antipoison !,demande_urgence,francais
الدوزاج د الكبار؟,demande_posologie,arabe
واش غيرجعو ليا الفلوس؟,remboursement_mutuelle,arabe
ch7al mn gelule?,demande_posologie,arabizi
سيرو الكحبة شحال؟,demande_prix,arabe
شحال من معيلقة د السيرو؟,demande_posologie,arabe
wach ghirj3ou lia floussi?,remboursement_mutuelle,arabizi
bghit amoxil 500,demande_medicament,arabizi
Il me faut un médicament pour le mal de dents.,demande_medicament,fr
على الريق ولا شبعان؟,demande_posologie,arabe
l'antibiotique bch7al?,demande_prix,arabizi
الديقة شداتو، كيموت!,demande_urgence,arabe
لاسيرونس د الخدمة كتعوض؟,remboursement_mutuelle,arabe
محتاجين الاسعاف دابا!,demande_urgence,arabe
عبار العينين.,demande_consultation,arabe
khssni controle 3nd genyco,demande_consultation,arabizi
طبيب نفساني ضروري.,demande_consultation,arabe
خروج جاري.,description_symptome,arabe
rasi ghaytferge3,description_symptome,arabizi
Vertiges.,description_symptome,francais
Price for the syrup?,demande_prix,english
3tini fasma w lcool,demande_medicament,arabizi
مستعجلات د الجرح؟,demande_urgence,arabe
راسي غيتفركع.,description_symptome,arabe
Je cherche des médicaments pour le diabète.,demande_medicament,fr
Je cherche des probiotiques.,demande_medicament,fr
weldi mrid khssou tbib,demande_consultation,arabizi
Health insurance info?,remboursement_mutuelle,english
Avant ou après manger ?,demande_posologie,francais
هل يمكنك إعطائي شيئًا للإسهال؟,demande_medicament,ar
أحتاج إلى دواء مضاد للفيروسات.,demande_medicament,ar
Posologie enfant ?,demande_posologie,francais
أبحث عن دواء للحساسية.,demande_medicament,ar
wach kayn zinat?,demande_medicament,arabizi
9bel wla moura lmakla?,demande_posologie,arabizi
شحال من فانيدة؟,demande_posologie,arabe
ليكو شحال؟,demande_prix,arabe
l7la9m mnfoukhin,description_symptome,arabizi
ودني كتعطي الصداع.,description_symptome,arabe
لاسيرونس بريفي كترد الفلوس؟,remboursement_mutuelle,arabe
What's the bill for this med?,demande_prix,english
بغيت سيرو ديال الدراري الصغار.,demande_medicament,darija_ar
Quelle dose ?,demande_posologie,francais
Palpitations.,description_symptome,francais
df3 dossier mutuelle?,remboursement_mutuelle,arabizi
dosage d lkbaar?,demande_posologie,arabizi
bghit doliprane 1000,demande_medicament,arabizi
Puis-je avoir un sirop contre la toux ?,demande_medicament,fr
AMO paper stamp?,remboursement_mutuelle,english
Suppository instructions?,demande_posologie,english
k7ba 3amra,description_symptome,arabizi
Urology checkup.,demande_consultation,english
bghit ndwz 3nd tbib 3am,demande_consultation,arabizi
The runs.,description_symptome,english
Combien de comprimés par jour ?,demande_posologie,francais
Santé mentale rdv.,demande_consultation,francais
Patch utilisation ?,demande_posologie,francais
Pastilles par jour ?,demande_posologie,francais
بشحال العملية؟,demande_prix,arabe
jatni doukha,description_symptome,arabizi
كيفاش نستعمل هاد الدوا؟,demande_posologie,arabe
ولدي مريض خصو طبيب.,demande_consultation,arabe
"Suspected stroke, hurry!",demande_urgence,english
Doc appt today,demande_consultation,english
dossier amo tadamon?,remboursement_mutuelle,arabizi
Maux de ventre.,description_symptome,francais
Dosage gouttes ?,demande_posologie,francais
Tadamon reimbursement?,remboursement_mutuelle,english
عطيني فاصمة ولالكول.,demande_medicament,darija_ar
Having diarrhea.,description_symptome,english
Je cherche des médicaments contre les allergies.,demande_medicament,fr
3tini chi 7aja l s'hal,demande_medicament,arabizi
أريد بعض مضادات الهيستامين.,demande_medicament,ar
Tarif consultation ?,demande_prix,francais
خرج فيا حبوب حمر.,description_symptome,arabe
"Crise cardiaque, vite !",demande_urgence,francais
sedri mziyer 3liya,description_symptome,arabizi
Vous prenez la mutuelle ?,remboursement_mutuelle,francais
Avez-vous des pilules pour la tension ?,demande_medicament,fr
Visite chez le cardiologue.,demande_consultation,francais
dehri kay3tini l7ri9,description_symptome,arabizi
Insurance doc signature?,remboursement_mutuelle,english
Cap dosage?,demande_posologie,english
طايب بالسخانة.,description_symptome,arabe
Lire l'ordonnance.,demande_posologie,francais
طبع ليا ورقة لا سينيسيس.,remboursement_mutuelle,arabe
bghit nsawb snani,demande_consultation,arabizi
محروق بزاف عاونونا!,demande_urgence,arabe
ch7al mn kina d lmsan?,demande_posologie,arabizi
tderb l ras 3t9ou!,demande_urgence,arabizi
3tini magnesium,demande_medicament,arabizi
Will I get refunded for this med?,remboursement_mutuelle,english
Ophthalmologist needed.,demande_consultation,english
Il me faut quelque chose pour les douleurs menstruelles.,demande_medicament,fr
بغيت طبيب الجلد.,demande_consultation,arabe
kifax ndhen pomada?,demande_posologie,arabizi
Cost of baby formula?,demande_prix,english
I'm looking for diabetes medication.,demande_medicament,en
راه غايب عن الوعي هنا.,demande_urgence,arabe
خاصني دوا ديال الفيروس.,demande_medicament,darija_ar
Coughing fits.,description_symptome,english
GP consultation schedule.,demande_consultation,english
Plâtre urgence hôpital.,demande_urgence,francais
لانتيبيوتيك بشحال؟,demande_prix,arabe
Application du gel ?,demande_posologie,francais
Patch usage?,demande_posologie,english
بغيت فنيد ديال الكحبة.,demande_medicament,darija_ar
Eye checkup booking.,demande_consultation,english
الصباح ولا بالليل؟,demande_posologie,arabe
kifax ndhen had la creme?,demande_posologie,arabizi
Il me faut des gouttes pour les yeux.,demande_medicament,fr
اقرب سبيطار د الكسايد؟,demande_urgence,arabe
kifax ndir 9wilbat?,demande_posologie,arabizi
كيفاش نرجع فلوسي؟,remboursement_mutuelle,arabe
